stop_id,latitude,longitude,zip_code
2.0,42.332324,-71.081252,02119
5.0,42.336339,-71.07707,02118
7.0,42.333043,-71.081108,02118
8.0,42.331202,-71.070724,02118
13.0,42.329962,-71.057625,02127
20.0,42.335377,-71.045728,02127
21.0,42.335423,-71.044136,02127
25.0,42.335567,-71.03554,02127
33.0,42.338537,-71.031181,02127
41.0,42.335658,-71.035628,02127
45.0,42.335505,-71.044151,02127
55.0,42.336361,-71.077214,02118
59.0,42.336295,-71.076941,02118
62.0,42.332045,-71.081738,02119
64.0,42.329789,-71.083887,02119
65.0,42.358863,-71.057481,02109
67.0,42.370044,-71.113514,02163
72.0,42.364915,-71.103074,02139
75.0,42.358673,-71.093551,02139
79.0,42.346965,-71.08772,02115
93.0,42.348005,-71.088033,02115
97.0,42.359349,-71.093716,02139
102.0,42.365291,-71.103404,02139
108.0,42.37027,-71.112998,02138
110.0,42.373111,-71.117653,02163
111.0,42.317184,-71.040238,02125
113.0,42.364737,-71.062198,02114
114.0,42.366114,-71.060067,02222
117.0,42.361847,-71.057724,02201
120.0,42.277603,-71.18138,02132
121.0,42.320511,-71.05178,02125
122.0,42.321113,-71.056267,02125
123.0,42.320041,-71.059798,02125
128.0,42.327984,-71.067744,01125
134.0,42.320516,-71.061612,02125
136.0,42.32095,-71.056004,02125
141.0,42.395752,-71.141584,02140
142.0,42.317071,-71.040217,02125
148.0,42.346575,-71.064724,02118
150.0,42.342556,-71.057015,02205
151.0,42.342664,-71.056949,02127
175.0,42.350011,-71.077432,02116
176.0,42.347343,-71.076035,02116
178.0,42.349505,-71.076639,02216
180.0,42.311134,-71.056723,02125
185.0,42.267715,-71.092067,02126
187.0,42.341553,-71.083328,02199
188.0,42.34157,-71.083092,02199
190.0,42.358789,-71.056733,02201
214.0,42.351012,-71.043647,02210
224.0,42.359176,-71.051583,02110
236.0,42.359022,-71.052369,02109
258.0,42.332673,-71.05098,01125
268.0,42.331676,-71.029247,02127
275.0,42.331565,-71.030048,02127
286.0,42.332782,-71.050957,01125
322.0,42.299071,-71.064001,02124
323.0,42.299807,-71.062219,02212
325.0,42.298197,-71.060956,02212
334.0,42.284195,-71.063879,02124
362.0,42.318764,-71.063583,02125
371.0,42.29017,-71.070633,02124
378.0,42.294378,-71.086043,02124
383.0,42.302768,-71.085185,02121
386.0,42.310509,-71.083162,02121
390.0,42.316257,-71.082891,02119
395.0,42.323909,-71.082602,02119
396.0,42.325547,-71.083166,02119
407.0,42.316227,-71.083032,02119
412.0,42.310421,-71.083262,02121
415.0,42.303293,-71.08537,02121
419.0,42.295595,-71.087913,02124
426.0,42.289943,-71.069975,02124
463.0,42.299691,-71.073911,02121
468.0,42.305459,-71.0807,02121
473.0,42.305298,-71.080324,02121
478.0,42.299101,-71.073547,02121
494.0,42.278512,-71.070513,02124
499.0,42.278931,-71.080231,02126
507.0,42.278487,-71.078726,02126
511.0,42.279234,-71.069699,02124
526.0,42.284037,-71.091028,02126
533.0,42.280436,-71.065696,02124
536.0,42.282077,-71.065378,02124
537.0,42.280386,-71.0659,02124
543.0,42.284982,-71.092672,02126
546.0,42.298585,-71.101828,02131
552.0,42.30382,-71.071992,02121
562.0,42.303862,-71.071863,02121
565.0,42.306001,-71.078119,02121
571.0,42.272456,-71.068104,02124
574.0,42.271399,-71.074869,02126
588.0,42.271295,-71.074811,02126
591.0,42.272915,-71.067814,02124
602.0,42.286987,-71.128796,02131
604.0,42.281494,-71.133514,02131
609.0,42.272872,-71.143932,02132
616.0,42.261233,-71.157252,02026
621.0,42.261087,-71.157076,02026
625.0,42.267639,-71.149908,02132
628.0,42.27292,-71.143477,02132
633.0,42.281294,-71.133567,02131
636.0,42.28666,-71.127791,02131
730.0,42.361836,-71.100647,02238
763.0,42.26028,-71.158587,02026
774.0,42.272122,-71.171854,02132
779.0,42.278107,-71.160282,02132
780.0,42.278725,-71.159427,02132
781.0,42.280826,-71.158096,02132
787.0,42.285932,-71.147524,02132
795.0,42.285956,-71.129553,02131
797.0,42.286921,-71.130665,02131
804.0,42.286034,-71.147975,02132
810.0,42.282033,-71.157831,02132
812.0,42.278223,-71.160401,02132
818.0,42.272032,-71.172122,02132
820.0,42.271777,-71.171963,02132
831.0,42.260813,-71.159719,02026
853.0,42.284549,-71.16977,02132
875.0,42.300479,-71.113634,02130
879.0,42.336114,-71.035539,02127
886.0,42.336037,-71.03534,02127
889.0,42.346836,-71.043514,02210
890.0,42.347405,-71.044125,02210
892.0,42.352649,-71.055136,02205
899.0,42.348927,-71.09583,02215
900.0,42.364307,-71.18571,02172
903.0,42.357134,-71.185943,02458
904.0,42.355599,-71.182378,02138
912.0,42.350468,-71.168767,02138
913.0,42.350413,-71.166553,02135
918.0,42.349043,-71.154176,02135
922.0,42.350692,-71.145688,02135
925.0,42.353091,-71.13843,02134
926.0,42.353347,-71.136687,02134
931.0,42.35214,-71.126219,02134
937.0,42.350075,-71.108712,02215
954.0,42.350453,-71.108831,02215
959.0,42.352224,-71.123515,02134
964.0,42.353344,-71.133875,02134
966.0,42.353442,-71.137948,02134
973.0,42.349206,-71.15404,02135
979.0,42.350609,-71.168636,02138
987.0,42.355606,-71.182247,02138
994.0,42.346204,-71.152305,02135
1026.0,42.348296,-71.153761,02135
1043.0,42.361668,-71.144413,02135
1051.0,42.363248,-71.128518,02163
1059.0,42.365072,-71.105142,02139
1060.0,42.365114,-71.104311,02139
1070.0,42.363284,-71.129148,02134
1077.0,42.361858,-71.144012,02134
1084.0,42.349027,-71.153531,02135
1110.0,42.353583,-71.138173,02134
1111.0,42.353931,-71.136365,02134
1116.0,42.360621,-71.118743,02163
1123.0,42.364935,-71.104405,02139
1128.0,42.308588,-71.115487,02130
1160.0,42.319449,-71.111798,02130
