from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
70020,70021,1,,,,,,58646174,58646293
70020,70021,1,,,,,,58646174,57817528
70020,70021,1,,,,,,58646174,58379128
70020,70021,1,,,,,,58646174,58379329
70020,70021,1,,,,,,57817527,58646293
70020,70021,1,,,,,,57817527,57817528
70020,70021,1,,,,,,57817527,58379128
70020,70021,1,,,,,,57817527,58379329
70020,70021,1,,,,,,58379046,58646293
70020,70021,1,,,,,,58379046,57817528
70020,70021,1,,,,,,58379046,58379128
70020,70021,1,,,,,,58379046,58379329
70020,70021,1,,,,,,58379247,58646293
70020,70021,1,,,,,,58379247,57817528
70020,70021,1,,,,,,58379247,58379128
70020,70021,1,,,,,,58379247,58379329
70020,70021,1,,,,,,58646174-HayOL,58646293
70020,70021,1,,,,,,58646174-HayOL,57817528
70020,70021,1,,,,,,58646174-HayOL,58379128
70020,70021,1,,,,,,58646174-HayOL,58379329
70020,70021,1,,,,,,58646174,58646293-HayOL
70020,70021,1,,,,,,57817527,58646293-HayOL
70020,70021,1,,,,,,58379046,58646293-HayOL
70020,70021,1,,,,,,58379247,58646293-HayOL
70020,70021,1,,,,,,58646174-HayOL,58646293-HayOL
70020,70077,1,,,,,,58646174,59217649
70020,70077,1,,,,,,58646174,59548217
70020,70077,1,,,,,,58646174,59548410
70020,70077,1,,,,,,58646174,59095730
70020,70077,1,,,,,,58646174,59096112
70020,70077,1,,,,,,58646174,59096316
70020,70077,1,,,,,,58646174,59096555
70020,70077,1,,,,,,57817527,59217649
70020,70077,1,,,,,,57817527,59548217
70020,70077,1,,,,,,57817527,59548410
70020,70077,1,,,,,,57817527,59095730
70020,70077,1,,,,,,57817527,59096112
70020,70077,1,,,,,,57817527,59096316
70020,70077,1,,,,,,57817527,59096555
70020,70077,1,,,,,,58379046,59217649
70020,70077,1,,,,,,58379046,59548217
70020,70077,1,,,,,,58379046,59548410
70020,70077,1,,,,,,58379046,59095730
70020,70077,1,,,,,,58379046,59096112
70020,70077,1,,,,,,58379046,59096316
70020,70077,1,,,,,,58379046,59096555
70020,70077,1,,,,,,58379247,59217649
70020,70077,1,,,,,,58379247,59548217
70020,70077,1,,,,,,58379247,59548410
70020,70077,1,,,,,,58379247,59095730
70020,70077,1,,,,,,58379247,59096112
70020,70077,1,,,,,,58379247,59096316
70020,70077,1,,,,,,58379247,59096555
70020,70077,1,,,,,,58646174-HayOL,59217649
70020,70077,1,,,,,,58646174-HayOL,59548217
70020,70077,1,,,,,,58646174-HayOL,59548410
70020,70077,1,,,,,,58646174-HayOL,59095730
70020,70077,1,,,,,,58646174-HayOL,59096112
70020,70077,1,,,,,,58646174-HayOL,59096316
70020,70077,1,,,,,,58646174-HayOL,59096555
70020,70078,1,,,,,,58646174,59217655
70020,70078,1,,,,,,58646174,59548216
70020,70078,1,,,,,,58646174,59548334
70020,70078,1,,,,,,58646174,59095669
70020,70078,1,,,,,,58646174,59096005
70020,70078,1,,,,,,58646174,59096317
70020,70078,1,,,,,,58646174,59096556
70020,70078,1,,,,,,57817527,59217655
70020,70078,1,,,,,,57817527,59548216
70020,70078,1,,,,,,57817527,59548334
70020,70078,1,,,,,,57817527,59095669
70020,70078,1,,,,,,57817527,59096005
70020,70078,1,,,,,,57817527,59096317
70020,70078,1,,,,,,57817527,59096556
70020,70078,1,,,,,,58379046,59217655
70020,70078,1,,,,,,58379046,59548216
70020,70078,1,,,,,,58379046,59548334
70020,70078,1,,,,,,58379046,59095669
70020,70078,1,,,,,,58379046,59096005
70020,70078,1,,,,,,58379046,59096317
70020,70078,1,,,,,,58379046,59096556
70020,70078,1,,,,,,58379247,59217655
70020,70078,1,,,,,,58379247,59548216
70020,70078,1,,,,,,58379247,59548334
70020,70078,1,,,,,,58379247,59095669
70020,70078,1,,,,,,58379247,59096005
70020,70078,1,,,,,,58379247,59096317
70020,70078,1,,,,,,58379247,59096556
70020,70078,1,,,,,,58646174-HayOL,59217655
70020,70078,1,,,,,,58646174-HayOL,59548216
70020,70078,1,,,,,,58646174-HayOL,59548334
70020,70078,1,,,,,,58646174-HayOL,59095669
70020,70078,1,,,,,,58646174-HayOL,59096005
